DENDROBIUM CANDIDUM CALLUS;Dendrobium Candidum Callus is the callus of Dendrobium candidum (Orchidaceae) grown in culture. 
DENDROBIUM CANDIDUM CALLUS EXTRACT;Dendrobium Candidum Callus Extract is the extract of the callus of Dendrobium candidum grown in culture, Orchidaceae.
DENDROBIUM CANDIDUM CALLUS POWDER;Dendrobium Candidum Callus Powder is the powder obtained from the dried, ground callus of Dendrobium candidum (Orchidaceae) grown in culture.
DENDROBIUM CANDIDUM STEM EXTRACT; Dendrobium Candidum Stem Extract is the extract of the stems of Dendrobium candidum, Orchidaceae.
DENDROBIUM CATENATUM LEAF/STEM EXTRACT;Dendrobium Catenatum Leaf/Stem Extract is the extract of the leaves and stems of Dendrobium catenatum, Orchidaceae.
DENDROBIUM HUOSHANENSE LEAF/STEM EXTRACT;Dendrobium Huoshanense Leaf/Stem Extract is the extract of the leaves and stems of Dendrobium huoshanense, Orchidaceae
DENDROBIUM LODDIGESII LEAF/STEM EXTRACT;Dendrobium Loddigesii Leaf/Stem Extract is the extract of the leaves and stems of  Dendrobium loddigesii, Orchidaceae.
DENDROBIUM MONILIFORME CALLUS CULTURE EXTRACT;Dendrobium Moniliforme Callus Culture Extract is the extract of a culture of the callus of Dendrobium moniliforme, Orchidaceae 
DENDROBIUM MONILIFORME LEAF/STEM EXTRACT;Dendrobium Moniliforme Leaf/Stem Extract is the extract of the leaves and stems of Dendrobium moniliforme (L.), Orchidaceae
DENDROBIUM MOSCHATUM FLOWER EXTRACT;Dendrobium Moschatum Flower Extract is the extract of the flowers of  Dendrobium moschatum, Orchidaceae.
DENDROBIUM NOBILE EXTRACT;Dendrobium Nobile Extract is the extract of the whole plant, Dendrobium nobile, Orchidaceae
DENDROBIUM NOBILE PROTOCORM EXTRACT;Dendrobium Nobile Protocorm Extract is the extract of the protocorms of Dendrobium nobile, Orchidaceae.
DENDROBIUM NOBILE STEM EXTRACT;Dendrobium Nobile Stem Extract is the extract of the stems of  Dendrobium nobile, Orchidaceae .
DENDROBIUM NOBILE/PHALAENOPSIS AMABILIS EXTRACT;Dendrobium Nobile/Phalaenopsis Amabilis Extract is the extract of the whole plants,  Dendrobium nobile  and  Phalaenopsis amabilis.
DENDROBIUM PHALAENOPSIS FLOWER EXTRACT;Dendrobium Phalaenopsis Flower Extract is an extract of the flowers of Dendrobium phalaenopsis, Orchidaceae
DENDROPANAX MORBIFERUS ADVENTITIOUS ROOT EXTRACT;Dendropanax Morbiferus Adventitious Root Extract is the extract of the adventitious roots of  Dendropanax morbiferus  grown in culture, Araliaceae. 
DENDROPANAX MORBIFERUS CALLUS CULTURE EXTRACT;Dendropanax Morbiferus Callus Culture Extract is the extract of a culture of the callus of  Dendropanax morbiferus, Araliaceae.
DENDROPANAX MORBIFERUS EXTRACT;Dendropanax Morbifera Extract is the extract of the whole plant, Dendropanax morbifera, Araliaceae
DENDROPANAX MORBIFERUS LEAF EXTRACT;Dendropanax Morbifera Leaf Extract is the extract of the leaves of Dendropanax morbifera, Araliaceae
DENDROPANAX MORBIFERUS LEAF OIL;Dendropanax Morbiferus Leaf Oil is the volatile oil obtained from the leaves of Dendropanax morbiferus, Araliaceae.
DENDROPANAX MORBIFERUS PHYTOPLACENTA EXTRACT;Dendropanax Morbiferus Phytoplacenta Extract is the extract of a culture of the phytoplacenta of  Dendropanax morbiferus, Araliaceae.
DENDROPANAX MORBIFERUS STEM SAP;Dendropanax Morbiferus Stem Sap is the sap obtained from the stems of  Dendropanax morbiferus, Araliaceae.
DEODORIZED KEROSENE;Kerosine (petroleum). A complex combination of hydrocarbons produced by the distillation of crude oil. It consists of hydrocarbons having carbon numbers predominantly in the range of C9 through C16 and boiling in the range of approximately 150[0]C to 290[0]C (320[0]F to 554[0]F)
DEOXYGLUTAMYL FRUCTOSE;1-Deoxy-1-(1,3-dicarboxypropyl)aminofructose
DEOXYPHYTANTRIYL PALMITAMIDE MEA;3,7,11,15-Tetramethyl-2,3-Hexadecanediol, Palmitamide MEA 
DEOXYRIBONUCLEASE;Nuclease, deoxyribo-
DEPOLYMERIZED PRASINOCOCCUS CAPSULATUS EXOPOLYSACCHARIDES;Depolymerized Prasinococcus Capsulatus Exopolysaccharides is the product obtained by the photoxidation of the alga, Prasinococcus capsulatus  grown in culture, Pycnococcaceae.
DEPROTEINIZED SERUM;Blood, ext., deproteinated
DEQUALINIUM ACETATE;1,1'-(Decane-1,10-diyl)bis[4-amino-2-methylquinolinium] diacetate
DEQUALINIUM CHLORIDE;Quinolinium, 1,1'-(1,10-decanediyl)bis[4-amino-2-methyl-, dichloride
DESAMIDO COLLAGEN;Desamido collagen is collagen which has been modified to convert some of the amide groups to carboxylic acid groups
DESCHAMPSIA ANTARCTICA LEAF EXTRACT;Deschampsia Antarctica Leaf Extract is the extract of the leaves of Deschampsia antarctica, Poaceae
DESMODIUM ADSCENDENS EXTRACT;Desmodium Adscendens Extract is the extract of the whole plant, Desmodium adscendens, Fabaceae
DESMODIUM ADSCENDENS FLOWER/LEAF/STEM EXTRACT;Desmodium Adscendens Flower/Leaf/Stem Extract is the extract of the flowers, leaves and stems of Desmodium adscendens, Fabaceae
DESMODIUM GANGETICUM ROOT EXTRACT;Desmodium Gangeticum Root Extract is the extract of the roots of Desmodium gangeticum, Fabaceae
DESMODIUM GANGETICUM ROOT POWDER;Desmodium Gangeticum Root Powder is the powder obtained from the dried, ground roots of Desmodium gangeticum (L.), Fabaceae
DESMODIUM OLDHAMII EXTRACT;Desmodium Oldhamii Extract is the extract of the whole plant, Desmodium oldhamii, Fabaceae
DETONULA PUMILA EXTRACT;Detonula Pumila Extract is the extract of the alga,  Detonula pumila, Skeletonemataceae. 
DEUTZIA GRACILIS LEAF/STEM EXTRACT;Deutzia Gracilis Leaf/Stem Extract is the extract of the leaves and stems of Deutzia gracilis.
DEXTRAN;Dextran
DEXTRAN HYDROXYPROPYLTRIMONIUM CHLORIDE;Dextran, 2-hydroxy-3-(trimethylammonio)propyl ether, chloride
DEXTRAN SULFATE;Sulfuric acid, dextran ester
DEXTRIN;Dextrin
DEXTRIN BEHENATE;Docosanoic acid, dextrin ester
DEXTRIN ISOSTEARATE;Dextrin Isostearate is the ester of Dextrin and Isostearic Acid.
DEXTRIN LAURATE;Dodecanoic acid, dextrin ester
DEXTRIN MYRISTATE;Tetradecanoic acid, dextrin ester
DEXTRIN PALMITATE;Dextrin, Hexadecanoate
DEXTRIN PALMITATE/ETHYLHEXANOATE;2-Ethylhexanoic acid and hexadecanoic acid, dextrin ester
DEXTRIN PALMITATE/HEXYLDECANOATE;Dextrin Palmitate/Hexyldecanoate is the product obtained by the reaction of Dextrin with a mixture of palmitic acid chloride and hexyldecanoic acid chloride. 
DEXTRIN PALMITATE/STEARATE;Dextrin Palmitate/Stearate is the product obtained by the reaction of Dextrin (q.v.) with a mixture of palmitic and stearic acids.
DEXTRIN STEARATE;Octadecanoic acid, dextrin ester
DI-C12-13 ALKYL MALATE;Butandioic acid, hydroxy-, bis-(C12-13-alkyl) esters
DI-C12-13 ALKYL TARTRATE;Butanedioic acid, 2,3-dihydroxy- [R-(R*,R*)]-, C12-13-branched and linear alkyl esters
DI-C12-15 ALKYL ADIPATE;Hexanedioic acid, bis(C12-15-alkyl) esters
DI-C12-15 ALKYL DIMONIUM CHLORIDE;Quaternary ammonium compounds, di-C12-15-alkyldimethyl, chlorides
DI-C12-15 ALKYL FUMARATE;Butenedioic acid (E), bis(C12-15-alkyl) esters
DI-C12-15 ALKYL MALEATE;DI-C12-15 Alkyl Maleate is the diester of C12-15 Alcohols and maleic acid
DI-C12-15 PARETH-10 PHOSPHATE;C12-15 alcohols, ethoxylated, diesters with phosphoric acid (10 mol EO average molar ratio)
DI-C12-15 PARETH-2 PHOSPHATE;C12-15 alcohols, ethoxylated, diesters with phosphoric acid (2 mol EO average molar ratio)
DI-C12-15 PARETH-4 PHOSPHATE;C12-15 alcohols, ethoxylated, diesters with phosphoric acid (4 mol EO average molar ratio)
DI-C12-15 PARETH-6 PHOSPHATE;C12-15 alcohols, ethoxylated, diesters with phosphoric acid (6 mol EO average molar ratio)
DI-C12-15 PARETH-8 PHOSPHATE;C12-15 alcohols, ethoxylated, diesters with phosphoric acid (8 mol EO average molar ratio)
DI-C12-18 ALKYL DIMONIUM CHLORIDE;Quaternary ammonium compounds, di-C12-18-alkyldimethyl, chlorides
DI-C12-20 ALKYL DIMONIUM CELLULOSE SULFATE;Di-C12-20-alkyldimethylammonium cellulose sulfate
DI-C14-15 ALKYL TARTRATE;Butanedioic acid, 2,3-dihydroxy-[R-(R*,R*)]-, di-C14-15-alkyl esters
DI-C14-18 ALKYL DIMONIUM CHLORIDE;Dialkyl (C14-18) Dimethyl Ammonium Chloride
DI-C16-18 ALKYL DIMER DILINOLEATE;Alcohols C16-18, di-9-12-octadecadienoic acid diester
DI-C20-40 ALKYL DIMER DILINOLEATE;Di-C20-40 Alkyl Dimer Dilinoleate is the diester of C20-40 Alcohols and Dilinoleic Acid (q.v.)
DI-GLYCERYL STEARATE DIMER DILINOLEATE;2,3-Dihydroxypropyl octadecanoate, di-9,12-octadecadienoic acid diester
DI-HEA TRIMETHYLHEXYL DICARBAMATE;2-Propenoic acid, 2-hydroxyethyl ester, polymer with 1,6-diisocyanato-2,2,4(or 2,4,4)-trimethylhexane
DI-HEMA TRIMETHYLHEXYL DICARBAMATE;11,14-Dioxa-2,9-diazaheptadec-16-enoic Acid, 4,4,6,16-tetramethyl-10,15-dioxo,2-[(2-methyl-1-oxo-2-propenyl)oxy]ethyl ester
DI-METHOXYCINNAMIDOPROPYL ETHYLDIMONIUM CHLORIDE ETHER;Oxybis(N-(3-(4-methoxybenzene-2-propenamido)propyl)-N,N-dimethylammonioethane) dichloride
DI-PEG-2 SOYAMINE IPDI;Carbamic acid, [3-[[[[2-(2-hydroxyethyl)amino]ethoxy]carbonyl]amino]methyl]-3, 5,5-trimethylcyclohexyl]-, 2-[(2-hydroxyethyl)amino]ethyl ester, N,N'-disoya alkyl derivatives
DI-PEG-2 SOYAMINE/POLYDIETHYLENEGLYCOL ADIPATE/IPDI COPOLYMER;Di-PEG-2 Soyamine/Polydiethyleneglycol Adipate/IPDI Copolymer is a copolymer of di-PEG-2 soyamine, polydiethyleneglycol adipate and isophoronediisocyanate (IPDI) monomers. 
DI-PPG-2 MYRETH-10 ADIPATE;Hexanoic acid, ethoxylated, propoxylated, tetradecyl diether (20 mol EO, 4 mol PO average)
DI-PPG-3 CETETH-4 ADIPATE;Di-PPG-3 Ceteth-4 Adipate is the diester of adipic acid with a polyoxyethylene, polyoxypropylene derivative of cetyl alcohol
DI-PPG-3 MYRISTYL ETHER ADIPATE;Hexanoic acid, propoxylated, tetradecyl diether ( 6 mol PO average)
DI-T-BUTYL HYDROXYBENZYLIDENE CAMPHOR;Bicyclo[2.2.1]heptan-2-one, 1,7,7-trimethyl-3-[(4-hydroxy-3,5-bis(1,1-dimethylethyl)phenyl)methylene]-
DI-T-BUTYL HYDROXYPHENYLAMINO BISOCTYLTHIOTRIAZINE;Phenol, 4-[[4,6-bis(octylthio)-1,3,5-triazin-2-yl]amino]-2,6-bis(1,1-dimethylethyl)- 
DI-T-BUTYLHYDROQUINONE;2,5-Di-tert-butylhydroquinone
DI-TEA-COCAMIDE DIACETATE;N-Cocoacyliminodiacetic acid, di(nitrilotrisethanol) salts
DI-TEA-OLEAMIDO PEG-2 SULFOSUCCINATE;4-[2-[(2-hydroxyethyl)(1-oxooleyl)amino]ethyl] hydrogen 2-sulphosuccinate, compound with 2,2',2''-nitrilotri[ethanol] (1:2)
DI-TEA-PALMITOYL ASPARTATE;L-Aspartic acid, N-(1-oxohexadecyl)-, salt with 2,2',2''-nitrilotrisethanol (1:2)
DIACETIN;Glycerol 1,3-di(acetate)
DIACETONE ALCOHOL;4-Hydroxy-4-methylpentan-2-one
DIACETYL;Butanedione
DIACETYL BENZOYL LATHYROL;1,11-Diacetoxy-3,6,6,14-tetramethyl-10-methylene-2-oxotricyclo[10.3.0.0(5,7)]pentadec-3-en-13-yl benzoate
DIACETYL BOLDINE;1,10-Diacetoxy-2,9-dihydroxyaporphine
DIACETYLCURCUMIN;1,6-Heptadiene-3,5-dione, 1,7-bis-[4-(acetyloxy)-3-methoxyphenyl]-
DIACETYLRESVERATRYL THIOCTATE;Diacetylresveratryl Thioctate is the organic compound.
DIALLYL SULPHIDE;3,3'-Thiobis-1-propene
DIALLYLDIMETHYL AMMONIUM CHLORIDE;DADMAC,2-Propen-1-aminium, N,N-dimethyl-N-2-propen-1-yl-, chloride (1:1)
DIALLYLDISULPHIDE;Di-2-propenyl disulfide
DIAMINOPROPIONOYL TRIPEPTIDE-33;Diaminopropionoyl Tripeptide-33 is the product obtained by the reaction of 2,3-diaminopropionic acid and Tripeptide-33 
DIAMINOPYRIMIDINE OXIDE;2,4-Pyrimidinediamine, 3-oxide
DIAMINOPYRIMIDINE OXIDE OXOTHIAZOLIDINECARBOXYLATE;
DIAMMONIUM CITRATE;Diammonium hydrogen 2-hydroxypropane-1,2,3-tricarboxylate
DIAMMONIUM DITHIODIGLYCOLATE;Diammonium 2,2'-dithiodiacetate
DIAMMONIUM EDTA;Diammonium dihydrogen ethylenediaminetetraacetate
DIAMMONIUM FERRIC PENTETATE;"diammonium [N,N-bis[2-[bis(carboxymethyl)amino]ethyl]glycinato(5-)]ferrate(2-)
"
DIAMMONIUM LAURAMIDO-MEA SULFOSUCCINATE;Butanedioic acid, sulfo-, 1-[2-[(1-oxododecyl)amino]ethyl] ester, diammonium salt
DIAMMONIUM LAURYL SULFOSUCCINATE;"Diammonium C-dodecyl sulphonatosuccinate
"
DIAMMONIUM OLEAMIDO PEG-2 SULFOSUCCINATE;Butanedioic acid, sulfo, monoester with .alpha.-hydro-.omega.- (1-oxo-9-(Z)-octadecenylamino)poly(oxy-1,2-ethanediyl), diammonium salt (2 mol EO average molar ratio)
DIAMMONIUM PHOSPHATE;Diammonium hydrogenorthophosphate
DIAMOND POWDER;Diamond Powder is a crystallized modification of carbon
DIAMYL SODIUM SULFOSUCCINATE;Sodium 1,2-bis(pentyloxycarbonyl)ethanesulphonate
DIAMYLHYDROQUINONE;2,5-Di-tert-pentylhydroquinone
DIANTHUS CARTHUSIANORUM FLOWER/LEAF/STEM EXTRACT;"Dianthus Carthusianorum Flower/Leaf/Stem Extract is the extract of the flowers, leaves and stems of Dianthus carthusianorum, Caryophyllaceae
"
DIANTHUS CARYOPHYLLUS FLOWER EXTRACT;Dianthus Caryophyllus Flower Extract is the extract of the flowers of the Girofle, Dianthus caryophyllus L., Caryophyllaceae
DIANTHUS CARYOPHYLLUS FLOWER OIL;Dianthus Caryophyllus Flower Oil is the volatile oil obtained form the flowers of the Girofle (carnation), Dianthus caryophyllus L., Caryophyllaceae
DIANTHUS CARYOPHYLLUS FLOWER WATER;Dianthus Caryophyllus Flower Water is the aqueous solution of the steam distillates obtained from the flowers of the Girofle, Dianthus caryophyllus L., Caryophyllaceae 
DIANTHUS CHINENSIS EXTRACT;Dianthus Chinensis Extract is the extract of the whole plant, Dianthus chinensis L., Caryophyllaceae
DIANTHUS LONGICALYX SEED EXTRACT;Dianthus Longicalyx Seed Extract is the extract of the seeds of  Dianthus longicalyx, Caryophyllaceae. 
DIATOMACEOUS EARTH;Diatomaceous Earth is a mineral material consisting chiefly of the siliceous frustules and fragments of various species of diatoms
DIAZOLIDINYL UREA;1-[1,3-bis(Hydroxymethyl)-2,5-dioxoimidazolidin-4-yl]-1,3-bis(hydroxymethyl)urea
DIBEHENAMIDOPROPYLDIMETHYLAMINE DILINOLEATE;9,12-Octadecadienoic acid (Z,Z)-, dimer, compounds with N-[3-(dimethylamino)propyl]docosanamide (1:2)
DIBEHENOYLETHYL DIMONIUM CHLORIDE;"Ethanaminium, N,N-Dimethyl-2-[(1-Oxodocosyl)oxy]-N-[2-[(1-Oxodocosyl)Oxy]Ethyl]-, Chloride (1:1) 
"
DIBEHENYL FUMARATE;1,4-bis-Docosanyl butenedioate
DIBEHENYL METHYLAMINE;N-Methyldidocosylamine
DIBEHENYL/DIARACHIDYL DIMONIUM CHLORIDE;Methanaminium, N-methyl-N,N-bis(mixed docosyl and eicosyl)-, chloride
DIBEHENYLDIMONIUM CHLORIDE;1-Docosanaminium, N-docosyl-N,N-dimethyl-, chloride
DIBEHENYLDIMONIUM METHOSULFATE;1-Docosanaminium, N-docosyl-N,N-dimethyl-, methyl sulfate (salt)
DIBENZOTHIOPHENE;Dibenzothiophene
DIBENZYL;1,2-Diphenylethane
DIBENZYL ETHER;Dibenzyl ether
DIBENZYLIDENE SORBITOL;Bis-O-(benzylidene)-D-glucitol
DIBROMOCYANOACETAMIDE;Acetamide, 2,2-dibromo-2-cyano
DIBROMOHEXAMIDINE ISETHIONATE;2-Hydroxyethanesulphonic acid, compound with 4,4'-[Hexane-1,6-diylbis(oxy)]bis[3-bromobenzenecarboxamidine] (2:1)
DIBROMOPROPAMIDINE DIISETHIONATE;Ethanesulfonic acid, 2-hydroxy-, compound with 4,4'-[1,3-propanediylbis(oxy)]bis[3-bromobenzenecarboximidamide]
DIBUTOXYMETHANE;1,1'-[Methylenebis(oxy)]dibutane
DIBUTYL ADIPATE;Dibutyl adipate
DIBUTYL ETHANOLAMINE;2-Dibutylaminoethanol
DIBUTYL ETHYLHEXANOYL GLUTAMIDE;"Pentanediamide N,N'-Dibutyl-2-[(2-Ethyl-1-Oxohexyl)Amino]- 
"
DIBUTYL FUMARATE/HEXADECENE/TETRADECENE COPOLYMER;Dibutyl Fumarate/Hexadecene/Tetradecene Copolymer is a copolymer of dibutyl fumarate, Hexadecene and Tetradecene monomers
DIBUTYL LAUROYL GLUTAMIDE;(S)-N,N'-Dibutyl-2-[(1-oxododecyl)amino]glutaramide
DIBUTYL MALEATE;Dibutyl maleate
DIBUTYL MALEATE/HEXADECENE/TETRADECENE COPOLYMER;Dibutyl Maleate/Hexadecene/Tetradecene Copolymer is a copolymer of dibutyl maleate, Hexadecene and Tetradecene monomers
DIBUTYL OXALATE;Dibutyl oxalate
DIBUTYL SEBACATE;Dibutyl sebacate
DIBUTYL SULPHIDE;Dibutyl sulphide
DIBUTYLDECYL IPDI;Carbamic Acid, [3-[[[(Isotetradecyloxyl)Carbonyl]Amino]Methyl]-3,5,5-Trimethylcyclohexyl]- Isotetradecyl Ester
DIBUTYLDIHYDROFURANONE;5,5-Dibutyldihydrofuran-2(3H)-one
DIBUTYLENE TETRAFURFURAL;1,4,4a,5a,6,9,9a,9b-Octahydrodibenzofuran-4a-carbaldehyde
DIBUTYLHEXYL IPDI;Carbamic acid, [3-[[[(isodecyloxy)carbonyl]amino]methyl]-3, 5,5-trimethylcyclohexyl]-, isodecyl ester
DIBUTYLOCTYL IPDI;Carbamic Acid, [3-[[[(Isododecyloxy)Carbonyl]Amino]Methyl]-2,5,5-Trimethylcyclohexyl]-, Isododecyl Ester
DIBUTYLOCTYL MALATE;Butanedioic Acid, Hydroxy-,Bis(2-Butyloctyl)Ester
DIBUTYLOCTYL SEBACATE;Decanedioic Acid, Bis(2-Butyloctyl)Ester
DICAFFEOYL LYSYL HEXAPEPTIDE-65;Dicaffeoyl Lysyl Hexapeptide-65 is the synthetic peptide that conforms to the formula:
DICALCIUM PHOSPHATE;Calcium hydrogenorthophosphate
DICALCIUM PHOSPHATE DIHYDRATE;Calcium hydrogenorthophosphate
DICAPROLACTONE ETHOXYACRYLATE HEMA IPDI;
DICAPROLACTONE ETHOXYACRYLATE/1,4-BUTANEDIOL/IPDI COPOLYMER;Dicaprolactone Ethoxyacrylate/1,4-Butanediol/IPDI Copolymer is a copolymer of dicaprolactone ethoxyacrylate, 1,4-butanediol and isophorone diisocyanate (IPDI)
DICAPRYL ADIPATE;Didecyl adipate
DICAPRYL SODIUM SULFOSUCCINATE;Sodium 1,4-didecyl sulphonatosuccinate
DICAPRYL SUCCINATE;dioctyl succinate
DICAPRYL/DICAPRYLYL DIMONIUM CHLORIDE;Quaternary ammonium compounds, di-C8-10-alkyldimethyl, chlorides
DICAPRYLOYL CYSTINE;L-Cysteine, N, N'-bis(1-oxooctyl)-
DICAPRYLYL CARBONATE;Carbonic Acid, Dicaprylyl Ester
DICAPRYLYL ETHER;Dioctyl ether
DICAPRYLYL MALEATE;Dioctyl maleate
DICAPRYLYL/CAPRYL SEBACATE;
DICENTRA FORMOSA FLOWER EXTRACT;Dicentra Formosa Flower Extract is the extract of the flowers of Dicentra formosa, Papaveraceae.
DICENTRA SPECTABILIS CALLUS CULTURE EXTRACT ;Dicentra Spectabilis Callus Culture Extract is the extract of a culture of the callus of Dicentra spectabilis (L.), Fumariaceae 
DICENTRA SPECTABILIS FLOWER EXTRACT;Dicentra Spectabilis Flower Extract is the extract of the flowers of Dicentra spectabilis (L.), Fumariaceae
DICETEARETH-10 PHOSPHATE;C16-18 alcohols, ethoxylated, diesters with phosphoric acid (10 mol EO average molar ratio)
DICETEARYL DIMER DILINOLEATE;9,12-Octadecadienoic Acid (9Z, 12Z)-, Octadecyl Ester, Dimer
DICETEARYL SUCCINATE;Butanedioic Acid, Di-C16-18 Alkyl Esters 
DICETYL ADIPATE;Dihexadecyl adipate
DICETYL DIPEPTIDE-9;"Dicetyl Dipeptide-9 is the product obtained by the reaction of cetyl chloride and Dipeptide-9. 
"
DICETYL ETHER;Dihexadecyl ether
DICETYL PHOSPHATE;Dihexadecyl hydrogen phosphate
DICETYL THIODIPROPIONATE;Dihexadecyl 3,3'-thiobispropionate
DICETYLDIMONIUM CHLORIDE;Dihexadecyldimethylammonium chloride
DICHLORO-M-XYLENOL;2,4-Dichloro-3,5-xylenol
DICHLOROBENZYL ALCOHOL;2,4-Dichlorobenzyl alcohol
DICHLOROMETHANE;Dichloromethane
DICHLOROPHENE;Dichlorophen
DICHLOROPHENYL IMIDAZOLDIOXOLAN;1,3-dioxolane, 2-[(1(2H)-imidazolyl)methyl]-2-(2,4-dichlorophenyl)-4-[4-(4-ethoxycarbonylhexahydropyrazinyl)phenyl]oxymethyl-
DICOCODIMETHYLAMINE DILINOLEATE;Amines, coco alkyl, N,N-dimethyl, salts with linoleic acid dimer
DICOCODIMONIUM CHLORIDE;Quaternary ammonium compounds, dicoco alkyldimethyl, chlorides
DICOCOYL PENTAERYTHRITYL DISTEARYL CITRATE;Citric acid, 1,2-dodecyl ester, ester with bis(coco acyl)pentaerythrytol
DICOCOYLETHYL HYDROXYETHYLMONIUM METHOSULFATE;Ethanaminium, 2-hydroxy-N,N-bis-(2-hydroxyethyl)-N-methyl-, coco-fatty acid diester, methyl sulfate
DICRANOPTERIS PEDATA EXTRACT;Dicranopteris Pedata Extract is the extract of the whole plant, Dicranopteris pedata, Gleicheniaceae
DICRATERIA ROTUNDA OIL;Dicrateria Rotunda Oil is the oil obtained from the alga, Dicrateria rotunda grown in culture. 
DICTAMNUS ALBUS ROOT EXTRACT;Dictamnus Albus Root Extract is the extract of the roots of Dictamnus albus L., Rutaceae 
DICTAMNUS DASYCARPUS ROOT EXTRACT;Dictamnus Dasycarpus Root Extract is the extract of the roots of Dictamnus dasycarpus, Rutaceae.
DICTYOPHORA INDUSIATA EXTRACT;Dictyophora Indusiata Extract is the extract of the whole Mushroom, Dictyophora indusiata
DICTYOPHORA INDUSIATA FRUITING BODY EXTRACT ;Dictyophora Indusiata Fruiting Body Extract is the extract of the fruiting body of the mushroom, Dictyophora indusiata
DICTYOPTERIS MEMBRANACEA EXTRACT;"Dictyopteris Membranacea Extract (Retired) is the extract of the alga, Dictyopteris membranacea.

The INCI Name, Dictyopteris Membranacea Extract, originally published in 2007, was designated with a retired status in 2015. For an interim period of time, trade name assignments formerly published with the INCI Name Dictyopteris Membranacea Extract will be retained in the retired monograph, and also published with the new name assignment based on the current genus and species name, Dictyopteris Polypodioides Extract."
DICTYOPTERIS POLYPODIOIDES EXTRACT;Dictyopteris Membranacea Extract
DICTYOTA CORIACEA EXTRACT;Dictyota Coriacea Extract is the extract of the alga, Dictyota coriacea
DICYCLOHEXYL SODIUM SULFOSUCCINATE;Sodium 1,4-dicyclohexyl sulphonatosuccinate
DICYCLOPENTADIENE/ISOPENTENE/ISOPRENE COPOLYMER;Dicyclopentadiene/Isopentene/Isoprene Copolymer is a copolymer of dicyclopentadiene, isopentene and isoprene monomers
DICYCLOPENTADIENE/ISOPENTENE/ISOPRENE/STYRENE COPOLYMER;Dicyclopentadiene/Isopentene/Isoprene/Styrene Copolymer is a copolymer of dicyclopentadiene, isopentene, isoprene and styrene monomers
DICYCLOPENTADIENE/T-BUTYLCRESOL COPOLYMER;Tricyclo[5,2,1,0(2,6)]deca-3,8-diene, polymer with methyl(1,1-dimethylethyl)phenol
DIDECENE;1-Decene dimer
DIDECYL ETHER;1,1'-oxybisdecane
DIDECYLDIMONIUM CHLORIDE;Didecyldimethylammonium chloride
DIDECYLDIMONIUM NYLON-6 POLYPHOSPHATE;Didecyldimonium Nylon-6 Polyphosphate is the product obtained by the reaction of Nylon-6, polyphosphoric acid and Didecyldimonium Chloride. 
DIDECYLTETRADECYL IPDI;Carbamic acid, [3-[[[(2-decylteradecyl)oxy]carbonyl]amino]methyl]-3, 5,5-trimethylcyclohexyl]-, 2-decyl tetradecyl ester
DIDEHYDRO-OCTAHYDRO-7-ISOPROPYL-1,4-DIMETHYLAZULENE;1,2,3,4,5,6,7,8-Octahydro-7-isopropyl-1,4-dimethylazulene, didehydro derivative
DIDEHYDROMENTHANE;Menthane, didehydro derivative
DIDEHYDROPINANE;Pinane, didehydro derivative
DIDODECYL BUTANETETRACARBOXYLATE;
DIERUCIC ACID;13-Docosenoic acid, (Z)-, dimer
DIETHANOLAMINOOLEAMIDE DEA;9-Octadecenamide, [bis(2-hydroxyethyl)amino]-, N,N-bis(2-hydroxyethyl)-
DIETHOXYDIGLYCOL;Diethylene Glycol Diethyl Ether
DIETHOXYETHYL SUCCINATE;Butanedioic acid, bis(2-ethoxyethyl) ester
DIETHOXYNONADIENE;"2,6 Nonadiene, 1,1-Diethoxy-; (2E,6Z)-1,1-Diethoxynona-2,6-diene "
DIETHYL ACETYL ASPARTATE;Aspartic acid, N-acetyl-, diethyl ester
DIETHYL ADIPATE;Diethyl hexanedioate
DIETHYL ASCORBIC ACID;L-Ascorbic acid, 2,3-di-O-ethyl-,2-O, 3-O-Diethyl ascorbic acid
DIETHYL ASPARTATE;Diethyl DL-aspartate
DIETHYL CAPRYLAMIDE;N,N-Diethyloctanamide
DIETHYL CARBONATE;Carbonic acid, diethyl ester
DIETHYL ETHANOLAMINE;Ethanol, 2-(diethylamino)
DIETHYL GLUTAMATE;DL-Glutamic acid, diethyl ester
DIETHYL KETOGLUTARATE;Diethyl Ketoglutarate is the organic compound that conforms to the formula:
DIETHYL MALATE;Diethyl 2-Hydroxy-1,4-butanedioate
DIETHYL MALONATE;Diethyl propanedioate
DIETHYL OXALATE;Diethyl oxalate
DIETHYL PALMITOYL ASPARTATE;Aspartic acid, N-hexadecanoyl-, diethyl ester
DIETHYL PHTHALATE;Diethyl phthalate
DIETHYL SEBACATE;Diethyl sebacate
DIETHYL SUCCINATE;Diethyl succinate
DIETHYL TOLUAMIDE;N,N-Diethyl-m-toluamide
DIETHYL TRIOXOPIMELATE;Heptanedioic Acid, 2,4,6-Trioxo, Diethyl Ester
DIETHYLAMINO HYDROXYBENZOYL HEXYL BENZOATE;Benzoic Acid, 2-[4-(Diethylamino)-2-Hydroxybenzoyl]-, Hexyl Ester
DIETHYLAMINOETHYL CELLULOSE;Diethylaminoethyl Cellulose is the product obtained by the reaction of 2-(diethylamino)ethanol with Cellulose.
DIETHYLAMINOETHYL COCOATE;Fatty acids, coco, 2-(diethylamino)ethyl esters
